"","id","cropyear","raincytot","FS_year","day1rain","maxdaysnorain","FNID","floodmax","lhz_growingdays","lhz_day1rain","tmean","lhz_raincytot","lhz_maxdaysnorain","lhz_floodmax"
"20","10204723","2008",930.928985779518,2009,53,106,"MW2012C3010209",0,213,53,22.9873326834379,923.203764783709,87,0
"21","10220027","2008",914.546932898364,2009,52,91,"MW2012C3010201",0,213,50,24.6251729902528,955.561203222804,78,0
"22","10220103","2008",928.24785320097,2009,53,93,"MW2012C3010201",0,213,50,24.6251729902528,955.561203222804,78,0
"23","10220103","2008",928.24785320097,2009,53,93,"MW2012C3010209",0,213,53,22.9873326834379,923.203764783709,87,0
"24","10220103","2008",928.24785320097,2009,53,93,"MW2012C3010210",0,213,52,25.3918637414494,1287.4925270462,79,0
"25","10220521","2008",791.01424800032,2009,52,94,"MW2012C3010201",0,213,50,24.6251729902528,955.561203222804,78,0
"26","10220705","2008",1038.07961779641,2009,52,92,"MW2012C3010201",0,213,50,24.6251729902528,955.561203222804,78,0
"27","10220705","2008",1038.07961779641,2009,52,92,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"28","10301026","2008",989.609984883785,2009,52,108,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"29","10301347","2008",1182.126432294,2009,49,110,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"30","10304625","2008",1168.82159505143,2009,49,107,"MW2012C3010311",0,213,52,25.3767894189683,1171.95321155464,86,0
"31","10306417","2008",1043.92262894709,2009,52,103,"MW2012C3010311",0,213,52,25.3767894189683,1171.95321155464,86,0
"32","10306431","2008",1108.81880687353,2009,52,100,"MW2012C3010311",0,213,52,25.3767894189683,1171.95321155464,86,0
"33","10307413","2008",1126.58344314431,2009,49,103,"MW2012C3010311",0,213,52,25.3767894189683,1171.95321155464,86,0
"34","10307413","2008",1126.58344314431,2009,49,103,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"35","10307413","2008",1126.58344314431,2009,49,103,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"36","10308129","2008",1043.92262894709,2009,52,103,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"37","10309281","2008",1088.31294895885,2009,52,101,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"38","10312078","2008",1007.89688892967,2009,52,102,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"39","10320227","2008",1122.31546228882,2009,52,102,"MW2012C3010311",0,213,52,25.3767894189683,1171.95321155464,86,0
"40","10401140","2008",520.906120765163,2009,90,107,"MW2012C3010417",0,213,52,22.1384038647576,676.753409484029,83,0
"41","10401140","2008",520.906120765163,2009,90,107,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"42","10401140","2008",520.906120765163,2009,90,107,"MW2012C3010517",0,213,52,23.196414222777,676.480398748603,73,0
"43","10401140","2008",520.906120765163,2009,90,107,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"44","10401140","2008",520.906120765163,2009,90,107,"MW2012C3010102",0,213,50,21.5640745064462,1080.72857186222,61,0
"45","10401140","2008",520.906120765163,2009,90,107,"MW2012C3010409",0,213,62,22.1425795434227,985.930760299287,85,0
"46","10401140","2008",520.906120765163,2009,90,107,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"47","10401140","2008",520.906120765163,2009,90,107,"MW2012C3030514",0,213,41,25.4926615110586,710.893767202442,99,0
"48","10401140","2008",520.906120765163,2009,90,107,"MW2012C3030606",0,213,76,27.1987249383345,571.405619490605,97,0
"49","10401140","2008",520.906120765163,2009,90,107,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"50","10401522","2008",527.831949827335,2009,90,106,"MW2012C3010417",0,213,52,22.1384038647576,676.753409484029,83,0
"51","10401522","2008",527.831949827335,2009,90,106,"MW2012C3010517",0,213,52,23.196414222777,676.480398748603,73,0
"52","10401522","2008",527.831949827335,2009,90,106,"MW2012C3010209",0,213,53,22.9873326834379,923.203764783709,87,0
"53","10401522","2008",527.831949827335,2009,90,106,"MW2012C3030304",0,213,68,24.6401910056531,759.106969267894,96,0
"54","10401522","2008",527.831949827335,2009,90,106,"MW2012C3030804",0,213,74,24.1450251404669,772.164474745054,92,0
"55","10401522","2008",527.831949827335,2009,90,106,"MW2012C3010102",0,213,50,21.5640745064462,1080.72857186222,61,0
"56","10401522","2008",527.831949827335,2009,90,106,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"57","10401522","2008",527.831949827335,2009,90,106,"MW2012C3030904",0,213,68,23.8229037575879,767.185607656127,96,0
"58","10401604","2008",709.107310465051,2009,52,108,"MW2012C3010417",0,213,52,22.1384038647576,676.753409484029,83,0
"59","10401742","2008",724.286371715677,2009,51,104,"MW2012C3010417",0,213,52,22.1384038647576,676.753409484029,83,0
"60","10402537","2008",1063.28610684778,2009,62,98,"MW2012C3010409",0,213,62,22.1425795434227,985.930760299287,85,0
"61","10403488","2008",874.038236682256,2009,62,106,"MW2012C3010409",0,213,62,22.1425795434227,985.930760299287,85,0
"62","10404186","2008",1063.12726497567,2009,62,107,"MW2012C3010409",0,213,62,22.1425795434227,985.930760299287,85,0
"63","10404186","2008",1063.12726497567,2009,62,107,"MW2012C3010201",0,213,50,24.6251729902528,955.561203222804,78,0
"64","10404186","2008",1063.12726497567,2009,62,107,"MW2012C3010209",0,213,53,22.9873326834379,923.203764783709,87,0
"65","10407194","2008",772.327517813294,2009,73,103,"MW2012C3010409",0,213,62,22.1425795434227,985.930760299287,85,0
"66","10408441","2008",862.069258467953,2009,50,100,"MW2012C3010417",0,213,52,22.1384038647576,676.753409484029,83,0
"67","10501505","2008",729.613663454838,2009,50,113,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"68","10501505","2008",729.613663454838,2009,50,113,"MW2012C3010517",0,213,52,23.196414222777,676.480398748603,73,0
"69","10501709","2008",719.631742146643,2009,50,98,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"70","10502043","2008",757.255858216929,2009,69,104,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"71","10502593","2008",710.170503014753,2009,70,105,"MW2012C3010517",0,213,52,23.196414222777,676.480398748603,73,0
"72","10502593","2008",710.170503014753,2009,70,105,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"73","10503367","2008",952.182806372174,2009,52,109,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"74","10505310","2008",680.959190038333,2009,52,111,"MW2012C3010517",0,213,52,23.196414222777,676.480398748603,73,0
"75","10506127","2008",847.583973833765,2009,49,116,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"76","10507344","2008",807.417863723323,2009,49,108,"MW2012C3010503",0,213,49,23.1304817593713,986.94196445969,84,0
"77","10507344","2008",807.417863723323,2009,49,108,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"78","10507344","2008",807.417863723323,2009,49,108,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"79","10507344","2008",807.417863723323,2009,49,108,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"80","10509474","2008",619.819847422509,2009,69,112,"MW2012C3010517",0,213,52,23.196414222777,676.480398748603,73,0
"81","10732047","2008",860.952655279133,2009,54,107,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"82","10732192","2008",860.952655279133,2009,54,107,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"83","10732192","2008",860.952655279133,2009,54,107,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"84","10732192","2008",860.952655279133,2009,54,107,"MW2012C3010102",0,213,50,21.5640745064462,1080.72857186222,61,0
"85","10732192","2008",860.952655279133,2009,54,107,"MW2012C3020619",0,213,72,24.3654128097033,694.894091337919,112,0
"86","10733640","2008",975.037155271501,2009,54,109,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"87","10733640","2008",975.037155271501,2009,54,109,"MW2012C3020619",0,213,72,24.3654128097033,694.894091337919,112,0
"88","10733640","2008",975.037155271501,2009,54,109,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"89","10733640","2008",975.037155271501,2009,54,109,"MW2012C3030519",0,213,75,24.9148902570698,748.506135487556,115,0
"90","10733640","2008",975.037155271501,2009,54,109,"MW2012C3030304",0,213,68,24.6401910056531,759.106969267894,96,0
"91","10733640","2008",975.037155271501,2009,54,109,"MW2012C3010311",0,213,52,25.3767894189683,1171.95321155464,86,0
"92","10733640","2008",975.037155271501,2009,54,109,"MW2012C3020913",0,213,69,24.529218876082,691.385812035851,79,0
"93","10733640","2008",975.037155271501,2009,54,109,"MW2012C3030314",0,213,68,24.7891619185327,781.246659042374,93,0
"94","10734407","2008",911.962603526722,2009,54,106,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"95","10736174","2008",848.888051781942,2009,48,107,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"96","10736466","2008",848.888051781942,2009,48,107,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"97","10736596","2008",848.888051781942,2009,48,107,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"98","10736596","2008",848.888051781942,2009,48,107,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"99","10736596","2008",848.888051781942,2009,48,107,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"100","10736596","2008",848.888051781942,2009,48,107,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"101","10739309","2008",911.962603526722,2009,54,106,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"102","10741504","2008",975.037155271501,2009,54,109,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"103","10741504","2008",975.037155271501,2009,54,109,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"104","10741504","2008",975.037155271501,2009,54,109,"MW2012C3030514",0,213,41,25.4926615110586,710.893767202442,99,0
"105","10741504","2008",975.037155271501,2009,54,109,"MW2012C3010209",0,213,53,22.9873326834379,923.203764783709,87,0
"106","10741504","2008",975.037155271501,2009,54,109,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"107","10741504","2008",975.037155271501,2009,54,109,"MW2012C3999918",0,213,NA,24.2957942562671,903.262419617306,35,0
"108","10741504","2008",975.037155271501,2009,54,109,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"109","10744039","2008",975.037155271501,2009,54,109,"MW2012C3010309",0,213,50,23.9187283618909,1173.14320013353,70,0
"110","10746244","2008",848.888051781942,2009,48,107,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"111","10746244","2008",848.888051781942,2009,48,107,"MW2012C3030115",0,213,53,26.5512274657057,746.594736221826,84,0
"112","10746244","2008",848.888051781942,2009,48,107,"MW2012C3030716",0,213,31,26.2798477172852,808.978015676141,105,0
"113","20101014","2008",749.258670338664,2009,50,116,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"114","20102311","2008",816.179469354998,2009,49,114,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"115","20103365","2008",759.727477641801,2009,53,120,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"116","20109486","2008",677.508181936029,2009,52,119,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"117","20110170","2008",771.263528048884,2009,52,116,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"118","20111718","2008",722.66160114728,2009,52,115,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"119","20111718","2008",722.66160114728,2009,52,115,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"120","20111718","2008",722.66160114728,2009,52,115,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"121","20111718","2008",722.66160114728,2009,52,115,"MW2012C3010503",0,213,49,23.1304817593713,986.94196445969,84,0
"122","20111718","2008",722.66160114728,2009,52,115,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"123","20111718","2008",722.66160114728,2009,52,115,"MW2012C3010508",0,213,50,22.4521626521724,832.24097283833,64,0
"124","20112290","2008",727.974880681399,2009,53,115,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"125","20113112","2008",966.663034749059,2009,52,109,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"126","20113112","2008",966.663034749059,2009,52,109,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"127","20113112","2008",966.663034749059,2009,52,109,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"128","20113112","2008",966.663034749059,2009,52,109,"MW2012C3020913",0,213,69,24.529218876082,691.385812035851,79,0
"129","20201109","2008",979.218295947231,2009,60,108,"MW2012C3020209",0,213,49,25.2016468173461,1165.1993479161,94,0
"130","20201206","2008",1046.27831429579,2009,62,105,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"131","20201646","2008",1163.85252689616,2009,60,106,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"132","20204712","2008",1347.3929856858,2009,53,109,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"133","20206362","2008",966.223630315734,2009,66,110,"MW2012C3020213",0,213,53,26.9821712368531,1039.66670744006,93,0
"134","20206362","2008",966.223630315734,2009,66,110,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"135","20206362","2008",966.223630315734,2009,66,110,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"136","20220153","2008",1435.76877270028,2009,51,103,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"137","20301075","2008",1025.21775105798,2009,53,113,"MW2012C3020203",0,213,53,25.6820881659996,994.597674369812,120,0
"138","20303065","2008",1075.98604775805,2009,51,112,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"139","20303065","2008",1075.98604775805,2009,51,112,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"140","20303065","2008",1075.98604775805,2009,51,112,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"141","20303065","2008",1075.98604775805,2009,51,112,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"142","20303654","2008",1006.60651381199,2009,51,118,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"143","20304164","2008",827.464710552146,2009,52,121,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"144","20304285","2008",796.225869620268,2009,52,118,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"145","20304662","2008",827.464710552146,2009,52,121,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"146","20305172","2008",788.815160759238,2009,52,117,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"147","20305340","2008",773.842968736902,2009,52,121,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"148","20305382","2008",773.842968736902,2009,52,121,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"149","20306557","2008",814.573074167269,2009,52,118,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"150","20306557","2008",814.573074167269,2009,52,118,"MW2012C3030114",0,213,53,25.2552905588643,926.705120967656,87,0
"151","20401737","2008",657.466667330533,2009,53,120,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"152","20402201","2008",692.617622016219,2009,52,130,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"153","20402298","2008",690.307927672707,2009,52,120,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"154","20403049","2008",727.464078282251,2009,52,125,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"155","20404032","2008",875.045295369643,2009,53,127,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"156","20404032","2008",875.045295369643,2009,53,127,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"157","20404032","2008",875.045295369643,2009,53,127,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"158","20404509","2008",834.960387534668,2009,53,119,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"159","20404575","2008",857.847230389149,2009,53,122,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"160","20404575","2008",857.847230389149,2009,53,122,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"161","20404575","2008",857.847230389149,2009,53,122,"MW2012C3020513",0,213,53,26.9593006402674,795.481440012654,93,0
"162","20405132","2008",730.140523895177,2009,65,121,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"163","20405704","2008",714.797146198056,2009,66,123,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"164","20407398","2008",699.491914000423,2009,53,120,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"165","20407398","2008",699.491914000423,2009,53,120,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"166","20501111","2008",881.76709825546,2009,74,125,"MW2012C3020515",0,213,64,26.4172817319772,823.031586041053,95,1020.15054054062
"167","20504373","2008",711.823807859642,2009,72,123,"MW2012C3020513",0,213,53,26.9593006402674,795.481440012654,93,0
"168","20504729","2008",777.177275763969,2009,72,124,"MW2012C3020513",0,213,53,26.9593006402674,795.481440012654,93,0
"169","20505648","2008",917.104941688667,2009,72,126,"MW2012C3020515",0,213,64,26.4172817319772,823.031586041053,95,1020.15054054062
"170","20507371","2008",820.330549599559,2009,53,115,"MW2012C3020513",0,213,53,26.9593006402674,795.481440012654,93,0
"171","20507459","2008",780.828609839292,2009,52,120,"MW2012C3020513",0,213,53,26.9593006402674,795.481440012654,93,0
"172","20507459","2008",780.828609839292,2009,52,120,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"173","20507459","2008",780.828609839292,2009,52,120,"MW2012C3020515",0,213,64,26.4172817319772,823.031586041053,95,1020.15054054062
"174","20507459","2008",780.828609839292,2009,52,120,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"175","20508349","2008",809.990196353357,2009,52,114,"MW2012C3020513",0,213,53,26.9593006402674,795.481440012654,93,0
"176","20508349","2008",809.990196353357,2009,52,114,"MW2012C3020211",0,213,52,27.0020352072559,1161.69691425487,80,0
"177","20508349","2008",809.990196353357,2009,52,114,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"178","20508349","2008",809.990196353357,2009,52,114,"MW2012C3020619",0,213,72,24.3654128097033,694.894091337919,112,0
"179","20508349","2008",809.990196353357,2009,52,114,"MW2012C3031005",0,209,74,28.1203326587946,601.932325881218,95,753.720886778608
"180","20510584","2008",1007.86066306529,2009,53,114,"MW2012C3020515",0,213,64,26.4172817319772,823.031586041053,95,1020.15054054062
"181","20520582","2008",768.993869224561,2009,72,120,"MW2012C3020513",0,213,53,26.9593006402674,795.481440012654,93,0
"182","20601141","2008",737.061603346741,2009,89,108,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"183","20601141","2008",737.061603346741,2009,89,108,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"184","20601141","2008",737.061603346741,2009,89,108,"MW2012C3010102",0,213,50,21.5640745064462,1080.72857186222,61,0
"185","20602479","2008",732.757117173146,2009,62,115,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"186","20602617","2008",726.381749437349,2009,62,121,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"187","20603090","2008",739.986949656575,2009,72,109,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"188","20603133","2008",734.23530101958,2009,80,113,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"189","20603189","2008",715.223231135815,2009,34,118,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"190","20603455","2008",761.559040122623,2009,34,104,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"191","20604071","2008",676.764504323861,2009,77,119,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"192","20604638","2008",718.498847113472,2009,77,120,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"193","20604638","2008",718.498847113472,2009,77,120,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"194","20607315","2008",735.064727199267,2009,76,121,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"195","20607315","2008",735.064727199267,2009,76,121,"MW2012C3020403",0,213,52,24.2560847083914,746.685023125976,82,0
"196","20607315","2008",735.064727199267,2009,76,121,"MW2012C3010210",0,213,52,25.3918637414494,1287.4925270462,79,0
"197","20607315","2008",735.064727199267,2009,76,121,"MW2012C3020619",0,213,72,24.3654128097033,694.894091337919,112,0
"198","20607315","2008",735.064727199267,2009,76,121,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"199","20607315","2008",735.064727199267,2009,76,121,"MW2012C3020303",0,213,52,24.4877683827575,926.738928856673,91,0
"200","20607733","2008",735.064727199267,2009,76,121,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"201","20608499","2008",700.843389844244,2009,65,120,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"202","20610050","2008",686.669140853906,2009,77,112,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"203","20610050","2008",686.669140853906,2009,77,112,"MW2012C3020619",0,213,72,24.3654128097033,694.894091337919,112,0
"204","20615064","2008",698.80958211504,2009,53,122,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"205","20615064","2008",698.80958211504,2009,53,122,"MW2012C3020103",0,213,51,24.2231605637242,763.09371727109,78,0
"206","20615064","2008",698.80958211504,2009,53,122,"MW2012C3010417",0,213,52,22.1384038647576,676.753409484029,83,0
"207","20615752","2008",689.591895578375,2009,63,118,"MW2012C3020603",0,213,63,24.0819603861778,735.98115826301,63,0
"208","20701527","2008",794.777974955166,2009,34,103,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"209","20702011","2008",750.151165181955,2009,60,110,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"210","20702282","2008",750.322327289804,2009,60,118,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"211","20702464","2008",782.515492953556,2009,34,108,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"212","20702471","2008",780.188658993476,2009,60,115,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"213","20703083","2008",764.660463719644,2009,60,108,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"214","20703316","2008",752.507184885089,2009,61,118,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"215","20703595","2008",764.660463719644,2009,60,108,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"216","20704289","2008",748.308800332465,2009,60,115,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"217","20705372","2008",715.666262948997,2009,52,116,"MW2012C3020703",0,213,34,24.4654111584588,767.258829019183,76,0
"218","20801271","2008",754.367565846034,2009,80,112,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"219","20801497","2008",766.038281490225,2009,77,118,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"220","20803155","2008",777.43519613211,2009,72,109,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"221","20803156","2008",741.153254920573,2009,79,116,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"222","20804768","2008",729.440771062701,2009,74,122,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"223","20805345","2008",736.912061124859,2009,74,115,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"224","20806131","2008",710.100498061619,2009,72,114,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"225","20806546","2008",776.682362083306,2009,72,116,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"226","20806716","2008",773.437913089497,2009,72,118,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"227","20808421","2008",806.536478698968,2009,65,117,"MW2012C3020803",0,213,72,23.8333278459003,764.017658477535,72,0
"228","20902437","2008",797.221595175385,2009,69,120,"MW2012C3020913",0,213,69,24.529218876082,691.385812035851,79,0
"229","20902449","2008",729.203042375208,2009,69,131,"MW2012C3020913",0,213,69,24.529218876082,691.385812035851,79,0
"230","20903543","2008",738.400223734089,2009,71,132,"MW2012C3020913",0,213,69,24.529218876082,691.385812035851,79,0
"231","20904160","2008",651.685557607978,2009,69,130,"MW2012C3020913",0,213,69,24.529218876082,691.385812035851,79,0
"232","20904602","2008",660.303763522898,2009,75,125,"MW2012C3020913",0,213,69,24.529218876082,691.385812035851,79,0
